Turno	Data e hora	Pallets expedidos	Total de cargas	Em descida	Zona mista	Piso novo armazém	Fifo 1	Fifo 2	Fifo 3	Fifo 4	Fifo 5	Observação	Responsável	Dedutível	FPLOG EM ATRASO	Mapa em atraso	Odisseia em atraso
TURNO 2	16/10/2025	193	7	VARGINHA 17.10	EXPORTAÇÃO REMESSA 900373967 - PEND. SPLIT AD. VARGINHA 15.10 - PEND. BIPAR DEVOLUÇÃO SILGAN - PEND. EXPEDIÇÃO 2 PLTS ITEM 85054 - SGC 17.10		FP LOG - PEND. NF ESTOJO TRANSF. SGC - PEND. ENTRADA DE NF AD. SGC 15.10 - EM SEPARAÇÃO AD. PARANÁ 15.10 - PEND. TM AD. PARANÁ 16.10 - EM SEPARAÇÃO REGISTRO - PEND. CARREGAMENTO	SGC - EM CARREGAMENTO	AD. VARGINHA 16.10 - PEND. SEPARAR (ETIQ. LARANJA) VARGINHA 17.10 - EM DESCIDA	F1 - 1 CARGA SEPARADA PEND. REMESSA F1 - 6 PLTS PEND. SEPARAÇÃO	MATERIAL DO RECEBIMENTO	PEND. SOLICITAR AD. REGISTRO 15.10 E 16.10 PEND. SOLICITAR PARANÁ E SGC 17.10 PEND. CRIAR LISTA SJP ODISSEIA ME  SJP MP 900404350 E 900406867 - SEPARAÇÃO SOLICITADA	Ccarvalhosilva				
TURNO 3	17/10/2025	284	14	SJP - 900404272 SJP: 900406867 ADERÊNCIA REGISTRO 17.10	EXPORTAÇÃO REMESSA 900373967 - PEND BIPAR  DEVOLUÇÃO SILGAN - PEND. EXPEDIÇÃO SOBRA DE PARANÁ (900416141) - P. BIPAR  AD. PARANÁ 16.10 (900416161) - P. BIPAR  AD. REGISTRO 16.10 (900416169) - P. BIPAR	ZERADO	FP LOG - PEND. NF ESTOJO TRANSF. SGC - PEND. ENTRADA DE NF AD. SGC 15.10 (900416061) P. BIPAR  PARANÁ 17.10 (900416127) + AD. PARANÁ 16.10 (900414920) + AD. PARANÁ 15.10 (900411831) - PENDENTE CARREGAMENTO	SOBRA SGC 17.10 (900416135) - P. BIPAR	AD. SGC 16.10 - P. SEPARAÇÃO  AD. VARGINHA 16.10 - P. SEPARAÇÃO	F1 - CARGA GUARDANDO DESBLOQUEIO DA QUALIDADE (Sist: FIFO 4)	MATERIAL DO RECEBIMENTO	MAPEAR ADERÊNCIA DO DIA 17.10 - SGC  PENDENTE SOLICITAR ADERÊNCIA DE PARANÁ E VARGINHA 17.10	Nicolly Araujo	0	0	0	0
TURNO 1	17/10/2025	127	3		* EXPORTAÇÃO REMESSA 900373967 - PEND BIPAR * DEVOLUÇÃO SILGAN - PEND. EXPEDIÇÃO * SOBRA DE PARANÁ (900416141) - P. BIPAR * AD. PARANÁ 16.10 (900416161) - P. BIPAR * AD. REGISTRO 16.10 (900416169) - P. BIPAR		FP LOG -  AD. VARGINHA 17/10 900420770- PEND. BIPAR  AD. VARGINHA 16/10 900420238- PEND BIPAR AD. REGISTRO 17/10 900423401- PEND. BIPAR AD. PARANÁ 17/10 900420577	AD. SGC 17/10 900416135 -PEND. BIPAR  AD. SGC 15/10 900416061- PEND BIPAR AD. SGC  17/10- PEND. CRIAR REMESSA	SJP 900404272/900404350/ 900406867- PEND AJUSTE PALETE DE MP.	F1-3 FILAS NO (SISTEMICO FIFO4)	MATERIAL DE RECEBIMENTO	LISTA DE BOTICA SP  CRIADA, PEND SOLICITAR. PEND.PASSAR E-MAIL DE LIBERAÇÃO LOGIC REMESSA 900420483	Islani Marques				
TURNO 2	17/10/2025	247	11	SGC 18.10	EXPORTAÇÃO REMESSA 900373967 - PEND BIPAR DEVOLUÇÃO SILGAN - PEND. EXPEDIÇÃO SOBRA DE PARANÁ (900416141) - P. BIPAR AD. PARANÁ 16.10 (900416161) - P. BIPAR AD. REGISTRO 16.10 (900416169) - P. BIPAR		FP LOG - PEND. NF SOBRA DE VARGINHA 18.10 - PEND. SPLIT SGC 18.10 - SEPARAÇÃO	SGC 18.10 - EM CARREGAMENTO	VARGINHA 18.10 - PEND. CRIAR REMESSA	F1 - 1 CARGA PRONTA PEND. REMESSA E DUPLO CHECK F1 - 1 FILEIRA ESTORNADA		AD. PARANÁ E REGISTRO 16.10 NA ÁREA DE DIVERGÊNCIA - PEND. SEPARAR PEND. CRIAR LISTA DE PARANÁ 18.10 PEND. SOLICITAR BOTICA SP	Ccarvalhosilva				
TURNO 3	18/10/2025	249	10	EXPORTAÇÃO: 900422953 BOTICA SP:  900406150	EXPORTAÇÃO REMESSA 900373967 - PEND BIPAR  DEVOLUÇÃO SILGAN - PEND. EXPEDIÇÃO ADERÊNCIA PARANÁ 16.10 (900433282) - P. BIPAR  SOBRA DE PARANÁ (900416141) - P. BIPAR  AD. PARANÁ 16.10  (900416161) - P. BIPAR  AD. PARANÁ 17.10 (900420577) - P. BIPAR AD. VARGINHA 17.10 (900435399) - P. BIPAR 02 PLTS DE F1 P/ MOVIMENTAR PRO FIFO 4	ZERADO	FP LOG - PEND. NF SOBRA DE VARGINHA 18.10 (900433201) - PEND. BIPAR REGISTRO 18.09 (900435409) - PENDENTE SPLIT SJP (900418777) - PENDETE SPLIT (Sist Fifo 01)	EXPORTAÇÃO - EM DESCIDA	PARANÁ 18.10 (900435494) - P. CARREGAR / TM  SOBRA DE PARANÁ 18.10 - PENDENTE SEPARAR	F1 - 48 PALETES PENDENTE DEBLOQUEIO DA QUALIDADE	MATERIAL DO RECEBIMENTO	ADERÊNCIA DE VARGINHA 18.10 - P. SOLICITAR  BAÚS DA COOPERCARGA P/ REGISTRO NÃO SE ENCONTRA NA FABRICA AINDA.	Nicolly Araujo	0	0	0	0
TURNO 1	18/10/2025	152	2	REGISTRO  AD. PARANÁ 18/10	AD. PARANÁ 18/10 900438618- PEND BIPAR SOBRA VARGINHA 18/10 900433201- PEND BIPAR * ADERÊNCIA PARANÁ 16.10 (900433282) - P. BIPAR * SOBRA DE PARANÁ (900416141) - P. BIPAR * AD. PARANÁ 16.10 * (900416161) - P. BIPAR * AD. PARANÁ 17.10 (900420577) - P. BIPAR AD. VARGINHA 17.10 (900435399) - P. BIPAR		REGISTRO - EM DESCIDA	EXPORTAÇÃO  900422953/ 900373967- PEND CARREGAR	SJP 900418790- PEND SPLIT  BOTICA SP  900406150- PEND BIPAR	VAZIO	F1- PEND ESTORNO	AD. VARGINHA E SGC  18/10 PEND. SOLICITAR	Islani Marques				
TURNO 2	18/10/2025	213	6	SJP 900418800 SJP 900440749 BOTICA SP 900441452	AD. PARANÁ 18/10 900438618- PEND BIPAR SOBRA VARGINHA 18/10 900433201- PEND BIPAR  ADERÊNCIA PARANÁ 16.10 (900433282) - P. BIPAR  SOBRA DE PARANÁ (900416141) - P. BIPAR AD. PARANÁ 16.10 (900416161) - P. BIPAR AD. PARANÁ 17.10 (900420577) - P. BIPAR AD. VARGINHA 17.10 (900435399) - P. BIPAR	ZEARDP	SOBRA DE VARGINHA PEND BIPAR BOTICA SP EM SEPARAÇÃO AD VARGINHA 18.10 EM SEPARAÇÃO	BOTICA SP EM CARREGAMENTO AD SGC 18.10 EM SEPARAÇÃO	BOTICA SP - EM DESCIDA  BOTICA SP - EM CARREGAMENTO	F1 - PEND ESTORNO	VAZIO	REMESSA PEND 900406150 LO LIVRE	Beatriz Suzart				
TURNO 3	19/10/2025	224	8	AD. SGC 18.10	AD. PARANÁ 16.10 (900433282) - PEND. BIPAR AD. PARANÁ 17.10 (900420577) - PEND. BIPAR AD. PARANÁ 18.10 (900451248) - PEND. BIPAR SOBRA PARANÁ 18.10 (900416141) - PEND. BIPAR DEVOLUÇÃO SILGAN - PEND. EXPEDIÇÃO AD. SGC 18.10 (900448704) - PEND. BIPAR EXPORTAÇÃO  (900373967) - PEND. BIPAR	VAZIO	FP LOG - PEND. NF AD. VARGINHA (900450538) - PEND. BIPAR SOBRA VARGINHA (900433201) - PEND. BIPAR	VAZIO	VAZIO	F1 - PEND. ESTORNO	LOGIC (900451290) - AGUARDANDO BAÚ	BOTICA SP (900406150) - PEND. LO LIVRE BOTICA SP (900441451) - PEND. S/4 (APRESENTANDO ERRO) SJP (900440749) - PEND. MULTI (PLACA NÃO CADASTRADA)	Bezerra Josefa		0	0	0
TURNO 3	20/10/2025	48	1	SEM SOLICITAÇÃO	DEVOLUÇÃO SILGAN - PEND. EXPEDIÇÃO DEVOLUÇÃO BOX PRINT - AG. COLETA AD. PARANÁ 16.10 (900433282) - PEND. BIPAR AD. PARANÁ 17.10 (900420577) - PEND. BIPAR AD. PARANÁ 18.10 (900451248) - PEND. BIPAR SOBRA PARANÁ 18.10 (900416141) - PEND. BIPAR EXPORTAÇÃO - (900373967) - PEND. BIPAR 2 PALETES TRIADOS -  SOLICITADO SALDO E IDENTIFICADOS	VAZIO	FP LOG - PEND. NF AD. VARGINHA (900450538) - PEND. BIPAR SOBRA VARGINHA (900433201) - PEND. BIPAR	AD. SGC 18.10 (900448704) - PEND. BIPAR	VAZIO	LOGIC (900463082 e 900455931) - AGUARDANDO BAÚ	LOGIC (900451290) - AGUARDANDO BAÚ	BOTICA SP (900406150) - PEND. LO LIVRE BOTICA SP (900441451) - PEND. S/4 (CHAMADO ABERTO) SJP (900440749) - PEND. MULTI (PLACA NÃO CADASTRADA)	Bezerra Josefa		0	0	0
TURNO 1	20/10/2025	126	3	DEVOLUÇÃO AMERICA  VARGINHA	DEVOLUÇÃO AMERICA - EM DESCIDA/ PEND INVETARIAR DEVOLUÇÃO SILGAN - PEND. EXPEDIÇÃ		* FP LOG - PEND. NF * AD. VARGINHA (900450538) - PEND. BIPAR * SOBRA VARGINHA (900433201) - PEND. BIPAR	AD. SGC 18.10 (900448704) - PEND. BIPAR AD. SGC 18/10 900452110- PEND BIPAR	F1- PEND DESBLOQUEIO QUALIDADE		F1 900463082-  EM CARREGAMENTO	LISTA DE VARGINHA 21/10 CRIADA  ADERENCIA 17/10 E 18/10 PEND. AJUSTE DRP	Islani Marques				
TURNO 2	20/10/2025	297	8	SOBRA SGC 21.10 REGISTRO 21.10	DEVOLUÇÃO AMERICA - SOLICITAR NF		FP LOG - AG. CHAMADO SGC - PEND. BIPAR SOBRA DE VARGINHA 21.10 - PEND. TM	DEVOLUÇÃO AMERICA/SILGAN - EM CARREGAMENTO SGC - PEND. BIPAR REGISTRO - EM DESCIDA	SGC - PEND. CARREGAMENTO SOBRA SGC - EM DESCIDA	F1 - 1 CARGA FINALIZADA PEND. CARREGAMENTO F1 - 2 FILEIRAS P/ ESTORNAR'		PEND. SOLICITAR AD. VARGINHA 21.10	Ccarvalhosilva				
TURNO 3	21/10/2025	157	6	FPLOG (DESCENDO NO NOVO ARMAZÉM)	DEVOLUÇÃO AMERICA - SOLICITAR NF	FPLOG - EM DESCIDA	FP LOG - AG. CHAMADO SOBRA DE VARGINHA 21.10 (900475058) - PEND. BIPAR  AD. VARGINHA 21.10 - PEND SEPARAR SOBRA PARANÁ 21.10 - PEND. CRIAR REMESSA	VAZIO	SOBRA SGC 21.10 (900484423) - PEND BIPAR AD. SGC 21.10 - PEND SEPARAR	F1 - 1 FILEIRA PEND. ESTORNO	F1 (900484917) - AGUARDANDO BAÚ	PEND MAPEAR AD. PARANÁ 21.10	Santos Gisele	0	0	0	0
TURNO 1	21/10/2025	43	1		DEVOLUÇÃO AMERICA- AGUARDANDO NF		• FP LOG - AG. CHAMADO * FP LOG (900474106/900474280) - AGUARDANDO COLETA • SOBRA PARANÁ 21.10 (900485557)- PEND. TM  * AD. PARANÁ 21.10 (900489925) - PEND. TM	• EXPORTAÇÃO (900488411)- EM SEPARAÇÃO  • SOBRA DE VARGINHA 21.10 (900475058) - PEND. BIPAR • AD. VARGINHA 21.10 (900485839)- PEND. TM	• CARGA SGC (900491363/900486383/900484423) PEND. CARREGAMENTO	VAZIO	F1- DUAS FILEIRAS ESTORNADAS NO FIFO4A E RESTANTE ESTORNAR		Nicole Vieira	0			
TURNO 2	21/10/2025	122	7	VARGINHA	DEVOLUÇÃO AMERICA - AG. COLETA PLT PARA ARMAZENAR		FP LOG - CHAMADO ABERTO DEVOLUÇÃO CPACK - PEND. INVENTARIAR AD. SGC 21.10 - PEND. M	VARGINHA - PEND. CARREGAMENTO VARGINHA (FIFO 2/3) - PEND. CRIAR REMESSA	VARGINHA - EM DESCIDA AD. REGISTRO 21.10 - PEND. TM	F1 - 5 PLTS PEND. ESTORNO	F1 - 1 CARGA PRONTA PEND. REMESSA	PEND. CRIAR LISTA DE REGISTRO 22.10 FINALIZAR LISTA DE SGC 22.10	Ccarvalhosilva				
TURNO 3	22/10/2025	219	6	BOTICA SP (900491438)  FPLOG SOBRA DE SGC 22.10	DEVOLUÇÃO AMERICA - AG. COLETA PLT PARA ARMAZENAR 1 PLT DE DEVOLUÇÃO DIVERGENTE	VAZIO	FP LOG - CHAMADO ABERTO DEVOLUÇÃO CPACK - PEND. INVENTARIAR AD. SGC 21.10 (900495924) - PEND. BIPAR AD. PARANÁ 22.10 - EM SEPARAÇÃO SOBRA VARGINHA (900505818) - PEND. BIPAR AD. REGISTRO 21.10 (900496253) - PEND. BIPAR FPLOG - EM DESCIDA	SOBRA DE SGC 22.10 - EM DESCIDA BOTICA SP - EM DESCENDO	SGC 22.10 - EM SEPARAÇÃO	F1 - PEND. DESBLOQUEIO	VAZIO	PEND. SOLICITAR AD. VARGINHA 22.10 PEND. SOLICITAR BOTICA SP 900491439 PEND. SOLICITAR MAPA DE REGISTRO	Bezerra Josefa		0	0	0
TURNO 1	22/10/2025	120	3	BOTICA SP (900491439) • AD. REGISTRO 21/10 • AD. PARANÁ 21/10 • AD. VARGINHA 22/10	PLTS PARA VERIFICAR • 1 PLT DE DEVOLUÇÃO DIVERGENTE • AD. DE PARANÁ 21/10 EM DESCIDA (SEPARANDO NO FIFO 2) • AD. REGISTRO 21/10 EM DESCIDA (SEPARANDO NO FIFO 1A)		FP LOG - CHAMADO ABERTO • FPLOG AGUARDANDO NOVA REMESSA • FPLOG REMESSA (900493612) AGUARDANDO DESBLOQUEIO N • DEVOLUÇÃO CPACK - PEND. INVENTARIAR • AD. SGC 21.10 (900495924) - PEND. BIPAR • AD. PARANÁ 22.10 (900506498)- PEND. BIPAR • SOBRA VARGINHA (900505818) - PEND. BIPAR	REGISTRO COOPERCARGA REMESSA (900513678/900512832) PEND. TM	BOTICA SP - EM DESCIDA (900491439)	F1 - PEND. CRIAR REMESSA (FIFO 4)	F1 PEND. ESTORNO	PEND. SOLICITAR AD. PARANÁ/ SGC 22/10 • PEND. MAPEAR REGISTRO 22/10  • LISTA VARGINHA E SGC 23/10 CRIADA	Nicole Vieira				
TURNO 2	22/10/2025	262	10	AD. PARANÁ 22. 10 SGC 23.10	AD. REGISTRO 21.10 - PEND. BIPAR AD. PARANÁ 22.10 - PEND. BIPAR AD. PARANÁ 22.10 - EM DESCIDA		FP LOG - AG. RESOLUÇÃO DEVOLUÇÃO CPACK - AG. DESBLOQUEIO SOBRA DE VARGINHA 22.10 - PEND. BIPAR AD. VARGINHA 22.10 - PEND. BIPAR SOBRA REGISTRO 22.10 - PEND. BIPAR	SGC 23.10 - EM SEPARAÇÃO	BOTICA SP - PEND. BIPAR	SGC 23.10 - PEND. BIPAR	F1 - 1 CARGA PRONTA	LISTA TODA CRIADA 23.10 PEND. SOLICITAR AD. SGC 22.10  VERIFICAR OPORTUNIDADE: AD. DE REGISTRO E VARGINHA 22.10	Ccarvalhosilva				
TURNO 3	23/10/2025	204	6	VARGINHA 23.10 AD. SGC 22.10  AD. PARANÁ 22.10	AD. REGSITRO 22.10 - P. CRIAR REMESSA SOBRA PARANÁ 23.10 (900528084) P. BIPAR  SOBRA SGC 23.10 (900528067) - PENDENTE BIPAR	ZERADO	VARGINHA 23.10 (900528219) - PENDENTE BIPAR FP LOG - AG. RESOLUÇÃO DEVOLUÇÃO CPACK - AG. DESBLOQUEIO	VARGINHA 23.10 (900528209) PENDENTE PIZZATTO ATUAR / PENDENTE MULTI	PARANÁ/ REGISTRO (900506498, 900517895, 900522795, 900523423) - PENDENTE PIZZATTO ATUAR / TM	VARGINHA - EM CARREGAMENTO	FI - CARGA AGUARDANDO DESBLOQUEIO DA QUALIDADE	PENDENTE SOLICITAR AD. VARGINHA 22.10  PENDENTE SOLICITAR REGISTRO 23.10 (TEM COOPERCARGA)  PENDENTE MAPEAR ADERÊNCIA DE SGC E PARANÁ 23.10	Nicolly Araujo	0	0	0	0
TURNO 1	23/10/2025	107	3	PARANÁ 24/10  SGC 24/10	1 PALETE DEVOLUÇÃO PARA ARMAZENAR		FP LOG - AG. RESOLUÇÃO DEVOLUÇÃO CPACK  AD. SGC 23/10 (900535625) PEND. BIPAR  SOBRA SGC 23/10 (900528067) PEND. BIPAR  AD. SGC 22/10 (900531010) PEND. BIPAR  AD. REGISTRO 22/10 (900528444) PEND. BIPAR  AD. PARANÁ 22/10 (900528983) PEND. BIPAR  AD. PARANÁ 23/10 (900528084) PEND. BIPAR  AD. PARANÁ 23/10 (900533568) PEND. BIPAR  AD. VARGINHA 23/10 (900536018) PEND. BIPAR	AD. REGISTRO 23/10 (900536913) PEND. BIPAR	PARANÁ 24/10 EM DESCIDA  AD. 22/10 PARANÁ, VARGINHA, REGISTRO E SGC PEND. SEPARAR ( ITENS QUE ESTAVAM COM ERRO NO CADASTRO)	F1 ESTORNADO PEND.COMPLETAR CARGA		LISTA MAPA 24/10 TODAS CRIADAS	Nicole Vieira				
TURNO 2	23/10/2025	269	12	AD. SGC 23.10 AD. VARGINHA 23.10 REGISTRO 24.10	AD. PARANÁ 23.10 - PEND. BIPAR DEVOLUÇÃO SILGAN - AG. COLETA FP LOG - AG. COLETA		FP LOG - AG. CHAMADO SOBRA DE VARGINHA 24.10 - PEND. REMESSA VARGINHA - EM CARREGAMENTO	SGC - PEND. BIPAR AD. SGC 23.10 - EM DESCIDA (ETIQ. LARANJA)	REGISTRO 24.10 - EM SEPARAÇÃO AD. REGISTRO 22.10 - PEND. BIPAR AD. REGISTRO 23.10 - PEND. BIPAR		F1 - 17 PALETES NO FIFO4 F1 - 5 PLTS PEND. ESTORNAR	PEND. SOLICITAR SJP ME  SJP MP NA ÁREA DE MATERIAL P/ ANÁLISE - PEND. FATURAR  PEND. SOLICITAR AD. REGISTRO 23.10, VARGINHA, SGC E REGISTRO 22.10  TRATATIVAS DE CAMPO TRANSITÓRIO	Ccarvalhosilva				
TURNO 3	24/10/2025	123	17		DEVOLUÇÃO SILGAN - AGUARD. COLETA FP LOG - AGUARD. COLETA AD. REGISTRO 22.10 (900551328) - PEND. BIPAR AD. REGISTRO 23.10 (900550932) - PEND. BIPAR AD. VARGINHA 23.10 (900551374) - PEND. BIPAR AD. PARANÁ 23.10 (900546085) - PEND. BIPAR AD. PARANÁ 23.10 (900551384) - PEND. BIPAR SOBRA REGISTRO 24.10 (900550598) - PEND. BIPAR		FP LOG - AG. CHAMADO SJP 24.10 (900528406) (900528433) (900528453) - PEND. BIPAR 1 PLT DEDUTÍVEL INFLAMÁVEL	SJP 24.10 (900528406) (900528433) (900528453) - PEND. BIPAR	SGC (900551353) - PEND. CARREGAMENTO	F1 - ESTORNADO	F1 - ESTORNADO MATERIAL DO RECEBIMENTO		Bezerra Josefa		0	0	0
TURNO 1	24/10/2025	0	0	VARGINHA 25/10	DEVOLUÇÃO SILGAN - AGUARD. COLETA FP LOG - AGUARD. COLETA AD. REGISTRO 22.10 (900551328) - PEND. BIPAR AD. REGISTRO 23.10 (900550932) - PEND. BIPAR AD. VARGINHA 23.10 (900551374) - PEND. BIPAR  AD. PARANÁ 23.10 (900546085) - PEND. BIPAR  AD. PARANÁ 23.10 (900551384) - PEND. BIPAR  AD. VARGINHA 24.10 (900552393)- PEND. BIPAR  AD. SGC      24.10 (900552601)- PEND. BIPAR       SOBRA REGISTRO 24.10 (900550598) - PEND. BIPAR		FP LOG - AG. CHAMADO  CPACK- DEVOLUÇÃO AG.CARREGAMENTO  SJP 24.10 (900528406) (900528433) (900528453) (900552031) - PEND. SAIDA DE MERCADORIA  1 PLT DEDUTÍVEL INFLAMÁVEL * DEDUTÍVEL: REALIZAR SEPARAÇÃO E IDENTICAÇÃO (ARMAZENA EM MP)	SJP 24.10 (900528406) (900528433) (900528453) - SAIDA DE MERCADORIA  DEDUTÍVEL: REALIZAR SEPARAÇÃO E IDENTICAÇÃO (ARMAZENA EM MP)	CARGA BOX PRINT (RECEBIMENTO)  F1 EM ANALISE PELA QUALIDADE: SERÁ ARMAZENADO NO TRANS (89337 LOTE BZ297 )	F1 - PALLETS AGUARDANDO ESTORNO	PENDENTE REMESSA (48 PALLETS FIFO SISTEMICO FIFO4) MATERIAL DO RECEBIMENTO	Lista de registro mapa 24/10 criada Pendente criar lista mapa SGC E PARANA 24/10 ITEM estojo 89337 LOTE BZ297 precisar ser armazenado a pedido da qualidade. Demanda de Paraná 24/10 precisa ser analisada por DRP (ITENS BLOQUEADOS E SEM SALDO)	Ellen Carolina	54			
TURNO 2	24/10/2025	174	5	SGC 25.10 SOBRA DE REGISTRO E PARANÁ 25.10 (PRESOS NO TRANS 4)	SOBRA DE VARGINHA 25.10  19 PLTS - PEND. TM AD. SGC 24.10 (900552601) 1 CX - PEND. BIPAR		FP LOG - PEND. CHAMADO PARANÁ 25.10 - EM SEPARAÇÃO AD. PARANÁ 23.10 (900546085) - PEND. BIPAR AD. PARANÁ 23.10 (900551384) - PEND. BIPAR DEVOLUÇÃO - EM DESCIDA PEND. INVENTARIAR	PARANÁ 25.10 - EM DESCIDA SOBRA DE REGISTRO 25.10 (FIFO 2/3) - EM SEPARAÇÃO	REGISTRO 25.10- EM CARREGAMENTO	F1 - 1 CARGA PEND. REMESSA	F1 - 33 PLTS SEPARADOS (FIFO 4A)	PEND. SOLICITAR AD. VARGINHA 25.10 PEND. SOLICITAR RESTANTE DE SGC 25.10	Ccarvalhosilva				
TURNO 3	25/10/2025	330	12	DEDUTÍVEL AD. SGC 25.10	SOBRA VARGINHA 25.10 (900564222) - PEND. TM AD. REGISTRO 25.10 (900571423) - PEND BIPAR AD. VARGINHA 25.10 (900571410) - PEND BIPAR	VAZIO	FP LOG - PEND. CHAMADO DEDUTIVEL - EM DESCIDA	DEVOLUÇÃO - PEND. INVENTARIAR	SOBRA SGC 25.10 (900571323) - PEND BIPAR AD. PARANÁ 25.10 (900571518) - PEND BIPAR AD. SGC 25.10 - EM DESCIDA	F1 - 36 PALETES NO FIFO4 E 1 FILEIRA PEND ESTORNO	PALETES DE RECEBIMENTO		Santos Gisele	50	0	0	0
TURNO 1	25/10/2025	40	1	EM DESCIDA: BISNAGA      EM DESCIDA: ESTOJO - COMPLETA CARGA LOGIC	AD. PARANA 22.10 (900527824)- PEND BIPAR SOBRA VARGINHA 25.10 (900564222) - PEND. TM AD. REGISTRO 25.10 (900571423) - PEND BIPAR AD. VARGINHA 25.10 (900571410) - PEND BIPAR		FP LOG - PEND. CHAMADO DEDUTIVEL EM SEPARAÇÃO	DEVOLUÇÃO PENDENTE DESBLOQUEIO BISNAGA- EM DESCIDA	AD. PARANÁ 25.10 (900571518)- AG.BIPAR * MATERIAL PARA O TRANS (SEPARAÇÃO DO DEDUTIVEL)	F1 - 48 PALLETS (ESTORNO DE NF'S (PEND. CHAMADO ), SOLICITAÇÃO QUALIDADE: 89305, Lote BZ297/ 86194, lotes BZ297; BZ298)  CARGA NO PISO AGUARDANDO ESTORNO DO PROCESSO DE EWM E S4.	PALETES DE RECEBIMENTO F1 20 PALLETS PARA ESTORNO E CONFERENCIA SE TEM ITENS BLOQUEADOS PAELA QUALIDADE.	80 PALLETS DE BISNAGA SOLICITADO; CARGA LOGIC (900573545) NF'S 102452/102453 PEND. CHAMADO. Material 89305 ESTJ LILY MAES/26 lotes BZ297 e BZ298 NÃO poderá ser expedido, pois material está reprovado por etiqueta cortada. Já o item 86194 ESTJ CBEM DELEIT NAT/25 lote BZ298 no momento também não poderá ser expedido pois está em investigação.	Ellen Carolina				
TURNO 3	26/10/2025	48	1	ZERADO	AD. PARANA 22.10 (900527824)- PEND BIPAR SOBRA VARGINHA 25.10 (900564222) - PEND. TM AD. REGISTRO 25.10 (900571423) - PEND BIPAR AD. VARGINHA 25.10 (900571410) - PEND BIPAR	VAZIO	FP LOG - PEND. CHAMADO DEVOLUÇÃO PEND NFS DEVOLUÇÃO AGUARDANDO DESBLOQUEIO DA QUALIDADE	VAZIO	AD. PARANÁ 25.10 (900571518)- AG.BIPAR	F1 - 48 PALLETS (ESTORNO DE NF'S ( CHAMADO ABERTO)	F1 - AGUARDANDO BAÚ (900587905)	60 PALETES DE BISNAGA ARMAZENADOS NO GALPÃO DE ME CARGA LOGIC (900573545) NF'S 102452/102453 - PEND. CHAMADO Material 89305 ESTJ LILY MAES/26 lotes BZ297 e BZ298 NÃO poderá ser expedido, pois material está reprovado por etiqueta cortada. Já o item 86194 ESTJ CBEM DELEIT NAT/25 lote BZ298 no momento também não poderá ser expedido pois está em investigação.	Santos Gisele	0	0	0	0
TURNO 2	26/10/2025	0	0	SEM SOLICITAÇÃO	AD.VARGINHA AD.REGISTRO	VAZIO	DEVOLUÇÃO FPLOG DEDUTIVÉL SEPARADO	VAZIO	VAZIO	PALETES PARA EXTORNAR	CARGA PEND.SPLIT	CONTINUAMOS COM OS PALETES DE F1  FATURADO NO FIFO4	Rogerio Oliveira	LISTA SENDO CRIADA POR VITORIA			
TURNO 3	27/10/2025	0	1	BISNAGAS P/ O GALPÃO NOVO	SOBRA VARGINHA 25.10 (900564222) - PEND. TM AD. REGISTRO 25.10 (900571423) - PEND BIPAR AD. PARANÁ 25.10 (900571518)- AG.BIPAR PALETES PARA INSERIR	ZERADO	DEVOLUÇÃO PEND NFS DEVOLUÇÃO AGUARDANDO DESBLOQUEIO DA QUALIDADE DEDUTIVEL SOLIDOS DIVERSOS - PENDENTE PIZZATTO ATUAR E LEVAR PARA MP	05 PALETES DE ESTOJO SEPARADO - FIFO5A	F1 - PENDENTE CHECK E CRIAR REMESSA (FIFO2)	F1 - PENDENTE CRIAR REMESSA  F1 - CHAMADO ABERTO	F1 - AGUARDANDO BAÚ (900587905)  F1 - PENDENTE ADGI	SOLICITADO 85 PALETES DE DEDUTIVEL  SOLICITADO 30 DE ESTOJO P/ LOGIC  SOLICITADO 100 BISNAGAS P/ O GALPÃO	Nicolly Araujo	85	0	0	0
TURNO 1	27/10/2025	145	3	FP LOG  BISNAGA  PALLETS QUALIDADE  MAPA 27/10 - VARGINHA	AD. PARANA 22.10 (900527824)- PEND BIPAR * AD. REGISTRO 25.10 (900571423) - PEND BIPAR * AD. PARANÁ 25.10 (900571518)- PEND BIPAR * AD. REGISTRO 25.20 (90061312) - PEND BIPAR PALLETS QUALIDADE EM DESCIDA		* DEVOLUÇÃO FRASCOMAR - PEND.  COLETA * DEVOLUÇÃO PEND. NF * DEDUTIVEL	* AD. PARANA  25.10 - (900613455) - PEND. BIPAR * BISNAGA FILMA E SEPARA	* AD. VARGINHA 25.10 - (900564222) - PEND. TM/ AG.DESCIDA PARA COMPLETAR * AD. VARGINHA 25.10 -(900571410) -PEND. TM/ AG.DESCIDA PARA COMPLETAR * AD. VARGINHA 25.10 - (900610724) -PEND. TM/ AG.DESCIDA PARA COMPLETAR * F1 FATURADO (900605742) - AG. BAU	*F1 - PEND. ENTRADA RECEBIMENTO (NF LOGIC 31544/ 84326727) * F1 - 16 PALLETS ESTORNADOS	* F1 - FATURADO (900604847) - AG. BAU *F1 - 29 PALLETS ESTORNADOS	SOLICITADO 60 BISNAGAS P/ O GALPÃO * LISTA DE PARANA CRIADA 27/10 * FALTA CRIAR LISTA DE SGC/REGISTRO E EXPORTAÇÃO 27/10	Ellen Carolina	15			
